username,date,tweet,fullname
@desinisme,2025-03-28 18:26,"DAN TAUGAK, salah satu tersangka(?) nya ada yg tiba2 minta nomor wa aingggg. goblok gakmau. dia sampe maksa, dan sampe dibantuin atasannya ""gajinya gede neng"" BODOAMAT ANYING GORENG PATUT SIA TEU HAYANG AING 🤮🤮🤮

dah itu pengalaman pribadi sama tni yg ewhhh jijik.",𝒅éesse 🐯🍚
@desinisme,2025-03-28 18:26,"tiba2 inget dulu pas kuliah ada tugas yg harus datengin pengadilan. trs kelompok w dapet pengadilan militer, dan wkwk dapet kasus para tni (ada 10+ org kyanya) jadi tersangka(?) pengeroyokan ke warga sipil. sumpah ini goblok bgt kasusnya. --",𝒅éesse 🐯🍚
@komunalkiri,2025-03-28 18:25,duh ga juga bang. tetep aja mereka ga punya etika dan rasis.,daanesh𖥸 | TOLAK RUU TNI
@mipihyuck,2025-03-28 18:25,Meng 🐈‍⬛🐈,orang kaya Tolak RUU TNI
@dustynightsky,2025-03-28 18:25,"Gue rasa rezim fasis ini memang sengaja ga mau invest di pendidikan biar rakyatnya bodoh, nurut, mudah diatur dan dikendalikan lalu dimanfaatkan demi kepentingan kelompoknya. Liat aja contoh buzzer offline yg dukung UU TNI tapi ditanya planga plongo #CabutUUTNI #TolakRUUPolri",Nat
@bunayhartop,2025-03-28 18:25,TNI AL anggarin dana buat buzzer? Ngapain dah,Dimasak Aja!
@grok,2025-03-28 18:25,"GULTOR adalah satuan khusus Kopassus TNI AD Indonesia, fokus pada operasi kontra-terorisme. Diduga singkatan dari ""Penanggulangan Teror,"" ini merujuk ke Sat-81 Gultor, unit elit yang dibentuk 1982 sebagai Den-81, lalu jadi Sat-81 Gultor pada 2001. Terkenal dengan pelatihan ketat dan peran dalam misi anti-teror seperti pembajakan Woyla 1981, GULTOR kini bagian dari Koopsusgab. Di X, sering muncul dalam konteks militer dan humor, seperti spekulasi soal Teddy. grok.x.com",Grok
@pra_dypta,2025-03-28 18:25,"Pastinya tweet ini akan segera disterilkan oleh puspom tni, sekertaris kabinet & sekertaris negara, kepala kantor kepresiden, komdigi, bin, mabes demi kebaikan yang bersangkutan. Dan pastinya sedang dirancang segala sanggahan & buzzer oleh negara 🤣",🇦 🇩 🇦 🇧
@mipihyuck,2025-03-28 18:24,"Dok, kalo si haechan bales jangan lupa ajak aku ya",orang kaya Tolak RUU TNI
@OmpongHend82988,2025-03-28 18:24,"Kalau disana yang jadi guru anggota TNI berarti pemerintah gagal dalam sektor pendidikan,kan ada kementerian Pendidikan,dibawahnya ada dinas pendidikan,kemana mereka?",Hendi Ompong
@AbyDens2,2025-03-28 18:24,"Ngapain lu jd TNI,itu tugas elu ....",Aby Dens
@ssujono,2025-03-28 18:24,"'Jika UU TNI dibatalkan sama saja menghidupkan UU ABRI th 1988 yg  sudah dibatalkan UU TNI th 2004.'

Ini logika darimana? Ga salah?",Sulaiman Sujono
@MPrimbon,2025-03-28 18:23,"Mundur bukan berarti tidak membuat kerusakan, maka harus dibersihkan",Bang Bona
@NAUFALCHANDRA2,2025-03-28 18:23,Woy mahasiswa itu bayar mahal biar di sebut mahasiswa lah elo di bayar oleh orang tua mahasiswa dari pajak yg mereka bayar...jadi yg harus nya gak usah ngeluh kna itu bagian dari pungsi TNI...menjaga kedaulatan negara....jadi pahami pungsi masing-masing biar gak salah kamar,suka suka gue dong
@piiiiyyaaaaa,2025-03-28 18:23,"teddy confirmed as boti masih bikin gue ketawa kaget dan takut jg

takut krn damn so this all ruu tni is really his gadun “gifts”…..???? bukan sekedar asbun???? negara becanda ajg",piey
@ScatzPro,2025-03-28 18:23,"Mari beropini. Saat RUU TNI naik, sebelumnya semua media sudah dikunci. Najwa Shihab sampe skrg belum juga muncul. Apa kira2 yg membuat kakak itu tenggelam? Ga mungkin Prabowo bisa membungkam dia? Apa yg membuat sekelas najwa Shihab belum bersuara?",*
@balapkarunxx,2025-03-28 18:22,"kalo kewajiban masih perhitungan, ngapain jadi TNI kocak. pake logikanya, yang disuruh kembali ke barak tuh yg maruk kekuasaan.",batboys
@komunalkiri,2025-03-28 18:22,setuju bgt bahkan mereka yg inggrisnya udah aksen amerika pun ga ngaruh. mereka gapunya etika dan rasis parah terutama ke muslim,daanesh𖥸 | TOLAK RUU TNI
@chnksht420,2025-03-28 18:22,Dia bini nya tni,kocheng 🍉
@RickyAbrah28843,2025-03-28 18:22,"Lo protes UU TNI dan UU POLRI sih, kalo mau protes tuh UU MAHASISWA, pasti TNI dan POLRI diam",👺 Яιċку
@nu_wibi,2025-03-28 18:21,"Ngga ngerti konteks ""Kembalikan TNI ke barak"" ya ini... Dari situ saja sudah ketahuan cara pikirnya.
Mahasiswa cuma menyuarakan pendapat dan kerisauan sejak masih RUU. Dan tidak ada kejelasan & jawaban yg memuaskan, and then boom disahkan aja udah..",Milktea🍵
@Kamarudin7S,2025-03-28 18:21,"UU TNI Tidak Kembalikan Dwi Fungsi ABRI. Perubahan aturan hanya memperjelas posisi TNI dalam perencanaan strategis di bawah koordinasi Kementerian Pertahanan, sedangkan tugas operasional tetap menjadi ranah TNI.

#UUTNI
#TNIPerkuatPertahanan
#TNIProfesional",Kamarudin
@RosaJaanne,2025-03-28 18:21,Profesionalisme TNI tetap terjaga! 🎖️#UUTNI #TNIPerkuatPertahanan #TNIProfesional,Rosa Jane
@RosaJaanne,2025-03-28 18:21,"UU TNI perkuat pertahanan, bukan Dwi Fungsi! 🛡️#UUTNI #TNIPerkuatPertahanan #TNIProfesional",Rosa Jane
@RosaJaanne,2025-03-28 18:21,"TNI tetap profesional, bukan politik! 💪 #UUTNI #TNIPerkuatPertahanan #TNIProfesional",Rosa Jane
@RosaJaanne,2025-03-28 18:21,UU TNI bukan kembalinya Dwi Fungsi ABRI! 🇮🇩 #UUTNI #TNIPerkuatPertahanan #TNIProfesional,Rosa Jane
@dptraaaa,2025-03-28 18:20,"gini ya buk, saya juga kurang sreg sama ruu tni. tapi kalau tni berfungsi ""SEBAGAIMANA MESTINYA"" ibu gaakan ada disitu buat petantang petenteng nulis kaya gitu😭😭 minimal paham dulu sama apa yang mau ditulis buukkk, demo gur ngang ngong tok ae ditakoni lolak lolok",bull
@museeala,2025-03-28 18:20,ni gtau si tp nyepongny jago mknya dikasih hadiah ruu tni,palupi aritawati
@Nsyaaiq,2025-03-28 18:20,"DPR KONTOLLLLL,TNI KONTOLLLLL POLISI KONTOLLLLL 1 NEGARA KONTOLLLL SEMUA KONTOLLLLL ANJGGGG MEMEKKKKK MATI KALIAN SEMUA",lavienblue🐼🐱
@ceunii_,2025-03-28 18:20,"bener juga, pengumuman di share tengah malem.. udah kaya DPR mau ngesahin RUU TNI🙄😒🥴",ai and her little world full of babies🐣💚
@unitedfans098,2025-03-28 18:19,Lah ini knp jadi alasan cerai kemarin ?? Kok bisa tembus sih jadi TNI,Editor Handal
@wonwoortel,2025-03-28 18:19,ni barusan dengar ada org tni bilang alasan ruu tni draftnya kaga diupload/disebarkan karena berkaitan ttg pertahanan negara 😂,❀
@Kamarudin7S,2025-03-28 18:19,"Perubahan aturan hanya memperjelas posisi TNI dalam perencanaan strategis di bawah koordinasi Kementerian Pertahanan, sedangkan
tugas operasional tetap menjadi ranah TNI.

#UUTNI
#TNIPerkuatPertahanan
#TNIProfesional",Kamarudin
@RIF_Fun,2025-03-28 18:19,Bisa ae Intel jadi2 an. Di benturin biar chaos biar perang saudara. Pemberontakan lebih bahaya daripada RUU TNI. Kasus penyalahgunaan kekuasaan belum ada digembor2 in. perampasan aset yang ditolak DPR ga digembor2 in bukannya lebih penting dan sudah real ditolak.Orangkok pd aneh,Gen
@grok,2025-03-28 18:19,"Hai @nessiejudge, pembahasan UU TNI dimulai 18 Feb 2025 di DPR, setelah surat presiden dikirim 13 Feb 2025. Panja dibentuk 11 Mar 2025, dan UU disahkan 20 Mar 2025 di tengah protes publik soal proses cepat dan transparansi. grok.x.com",Grok
@winterlico,2025-03-28 18:18,enteng bener jari lu tar (setuju),aila ꩜ .ᐟ | TOLAK UU TNI 🦅
@cuwapeg,2025-03-28 18:18,stay lobby bkn mau main cok malah ngebahas RUU TNI 😭😭😭😭😭😭,amara
@winterlico,2025-03-28 18:18,ALAH SIA ANYING DI COUNTER GOBLOUGGGHHHHH AKIAAAAA LU BELAJAR DARIMANEE,aila ꩜ .ᐟ | TOLAK UU TNI 🦅
@reboisaprut,2025-03-28 18:17,sama cok gw juga kena emg anjing gw rasa,saprutt🌱🍀 || TOLAK RUU TNI
@an_overthinker1,2025-03-28 18:17,"-mereka bilang ‘TNI bisa lebih baik, ga kayak dulu lagi’. JIRT sejarah tuh udh ngasi spoiler alert tp tttp aja ditonton ulang. Pantes aja pelanggar HAM berat msi bisa keluyuran di pemerintahan, wong mindsetnya masih ngarep red flags berubah jadi green flags.

Kocak kocak",🌱Inu
@an_overthinker1,2025-03-28 18:17,"Oalaaaah sekarang gua paham kenapa istilah kayak toxic relationship, Stockholm syndrome, dan segala macem toxic terms lainnya tuh muncul di generasi gue(gen z). Literally, pas liat bnyk org nge-defend UU TNI yg bisa nyebabin dwifungsi TNI-",🌱Inu
@ani_yuni22,2025-03-28 18:17,"TNI wajib netral politik. Nah, RUU TNI pastiin aturan netralitasnya.",Ani Yuniar
@miniongerobak_,2025-03-28 18:17,"bro terlalu tolol untuk memahami arti kata ""kembalikan TNI ke barak""",jingklong
@reboisaprut,2025-03-28 18:16,coba sober dulu baru baca lagi komentar tolol lu ini,saprutt🌱🍀 || TOLAK RUU TNI
@wynedenisa,2025-03-28 18:16,Harusnya yg segera disahkan tuh uu perampasan aset koruptor bukan uu tni anjirrrr🙄,Nenek
@hasonangan112,2025-03-28 18:16,"Pola pikirnya begini

Ketika masa situasi begal, begal massal
Apakah hukum dan HAM pengadilan yg dibicarakan...?
Atau
Polisi n TNI benteng pembasmi begal sampai ke akar dilapangan

Begal subur pun itu ada deking ya
Tanpa deking, begalnya ciut Ama senjata dan penjara",ramah
@winterlico,2025-03-28 18:16,JANA TAKEN SAMA SIAPAAAAAA,aila ꩜ .ᐟ | TOLAK UU TNI 🦅
@humas_jogja,2025-03-28 18:16,"Wakil Gubernur DIY KGPAA Paku Alam X melepas kepulangan Wapres RI tersebut di Base Ops Lanud Adisutjipto, Yogyakarta. Hadir pula melepas keberangkatan Wapres RI, Kapolda DIY Brigjen Pol. Anggoro Sukartono dan Danlanud Adisutjipto Marsma TNI Setiawan.",Humas Pemda DIY
@qpatat,2025-03-28 18:16,Gausah sok mikirno Ruu tni polri. Pikirno sek ikilo KAI ACCESS kok bapuk nemen cok goblok. Bener2 aplikasi kandang monyet,mfmfmfpapashusiriaa
@GilbertCurtberT,2025-03-28 18:15,"Yang kedua adalah tentang negara kita yang tidak baik2 saja. Mulai dari APBN yang diragukan bisa menopang ekonomi, orang2 dungu yang mengisi kekuasaan. Rupiah anjlok, RUU TNI, pelemahan ekonomi dan lainnya. Membuatku pesimis dengan negara ini. Namun ada penjelasan 
...",i am Ferre
@aharifi,2025-03-28 18:15,Bung Antonius Ernersto mudah-mudahan karirnya di TNI AD selamat,Asian Value
@aharifi,2025-03-28 18:14,Bung Antonius Ernersto mudah-mudahan karirnya di TNI AD selamat,Asian Value
@MusangKichijoji,2025-03-28 18:14,"ingat uu tni, jangan terbuai sama makan pemerintah, tetap boikot #schizoposting",Musang 🦊
@GatotSiagian,2025-03-28 18:14,RUU tni,b
@RakyatNgenez,2025-03-28 18:14,"Bujug dah dobol silit dobol assu... Mencreet boooolll, disfungsi tni liat cewek ngaceng kagak... Coooookkk percuma punya konty ditusbol teros...","Plot Twist, S.S.🍉"
@cardio_logist,2025-03-28 18:14,"terkadang aku berpikir terkait yg lagi rame ttg RUU TNI la,aturan2 baru la, politik,dll

kadang aku mikir 
"" mungkin yg merancang peraturan dan ngubah ini itu""

bukan Pemerintah/Presiden, bukan juga (Kelompok Elit yg udah udah dikenal)",paramex premium
@aryonugraha90,2025-03-28 18:13,pake baju TNI cuma buat nutupin kejahatan,Aryo Nugraha Saputra
@HILMSPECTER,2025-03-28 18:13,RK PENGALIHAN ISU RUU TNI SKWKWKKWKWKWKSKAAKAK,LAVENDER
@Faizcalonanakui,2025-03-28 18:13,Polisi sama TNI mau diajarin subtes penalaran umum sama anak SNBT gak?,Faiz
@Jihwoon,2025-03-28 18:13,Pantatin RUU TNI.,Haruki.
@streetlawyers85,2025-03-28 18:13,"TNI/Polri harus selalu waspada dgn selalu siap dgn senjata krn kriminal makin nekad, penjahat sdh bersenjata. Kalau petugas tdk bersenjata itu konyol.",street lawyers
@satryawerman,2025-03-28 18:12,usia pensiun TNI harusnya diperpendek agar perwira perwira muda kebagian jabatan tinggi di TNI dan regenerasi di TNI berjalan normal dan perwira perwira tingginya masih fresh dan trampil mengemban tugas negara.,Satrya Werman
@winterlico,2025-03-28 18:12,salfok ada cowokku jd cameo (janasoedjanmo) mwa,aila ꩜ .ᐟ | TOLAK UU TNI 🦅
@Briianyr,2025-03-28 18:11,"Emg gunanya tni dan polri apa bang, klo ga cuma gangguin sipil aja, bunuh lah pedofil lah banyak bangt cok",Brian
@silvyandn,2025-03-28 18:11,"hi @grok dengan berbagai berita kekerasan, pembunuhan, penculikan yang belakangan terjadi dilakukan oleh polisi dan tni, baik kepada mahasiswa, warga maupun keluarga sendiri,apa pendapatmu jika mereka dibubarkan saja? karena polisi dan tni sudah menganggap rakyat sebagai musuh",silmalakama
@malamsore7_,2025-03-28 18:11,"makannya dibaca dan dicari inpo valid dulu nder sebelum nanya ke menfes, pdi ga se7 awalnya tapi ada pasal yg memgharuskan tni mundur dan hal tsb dijelaskan ke mega oleh komisi 1
liat aja pas ada usulan seskab boleh dari militer aktif, langsung ditolak sama komisi 1 serentak",WAKEMEUP
@faisalramdani23,2025-03-28 18:11,lah kok mereka yang manajemen SDMnya buruk perlu menyediakan lapangan kerja? @Puspen_TNI berbenahlah,Faisal Ramdani
@wibowogilang_,2025-03-28 18:11,hormat buat TNI yg berani ambil sikap,Gilang Nugraha Wibowo
@eunoiachu,2025-03-28 18:10,"Kalo dr berita sih krn cekcok sm pacarnya kak, pacarnya itu anggota TNI AL",겨미누나 ♡
@nasnauseous,2025-03-28 18:09,cara dia treat si wowo. dan kenapa coba ruu tni di sah kan? permintaan ayangbeb teddy kali yaa wkwkwk,nas
@KaredRV,2025-03-28 18:09,"Wokwokwok STRESS 
Aksi Penolakan RUU TNI banyak difitnah
Kita-kita Crowdfunding difitnah Antek Asing, asli sakit sih gua difitnah begitu 😹

Metode Fitnah dan adu domba era kolonial dan ORBA benar-benar Gila!

KAWAL SAMPAI MENANG
#TolakRUUPolri #TolakRUUKejaksaan #CabutUUTNI",KaRed
@el_utara,2025-03-28 18:09,Emanya yg demo Tolak RUU TNI harus mahasiswa?,El ™ Yntkts
@trioebo,2025-03-28 18:09,"ok mantab, skg gmn dengan UU TNI?",Trioebo
@purnama_kus90,2025-03-28 18:08,"Semua pihak butuh aturan: pemerintah, TNI, dan kita juga.",Purnama Kusuma
@esterooooosya,2025-03-28 18:07,"""Strategi ini sebetulnya kurang efektif, meski budget-nya kecil"" Lah ini jadi nya mendukung UU TNI apa mendukung karena ada budget nya bang ? Gimana ga gembira cuman bawa badan ontran ontran sesuai skrip dapet duit pulang wkwkw",Gah.isin
@grok,2025-03-28 18:07,"Saat ini, tampaknya tak ada negara yang bersedia langsung membantu rakyat Indonesia melawan militer yang kian represif akibat RUU TNI. Beberapa negara mungkin beri dukungan diplomatik atau bantuan masyarakat sipil, tapi bantuan militer sangat kecil kemungkinannya. Meski ada perhatian internasional, seperti dari kelompok HAM, tak ada pemerintah asing yang berkomitmen bertindak. grok.x.com",Grok
@hanindayus,2025-03-28 18:07,"malu banget, TNI kok malah bunuh rakyat",Haninda Ayu Sari
@ursahazel,2025-03-28 18:07,"Punya temen les yg jd adek kelas, 1 komplek, beda gang doang. Aku kok makin gedeg ya krn dia tni 😭🙏🏻",
@0xIndoPride,2025-03-28 18:07,Perubahan UU TNI memperkuat posisi TNI dalam strategi pertahanan tanpa menghidupkan Dwi Fungsi ABRI. #UUTNI #TNIPerkuatPertahanan #TNIProfesional,Indo Pride
@polresateng00,2025-03-28 18:07,Kepolisian Resor (Polres) Aceh Tengah serta pengurus Bhayangkari Cabang Aceh Tengah bersinergi dengan TNI Kodim 0106 Aceh Tengah beserta pengurus Persit Kodim 0106/Aceh Tengah menggelar Bakti Sosial dengan membagikan takjil kepada warga masyarakat dan pengguna jalan raya.,Humas Polres Aceh Tengah
@mukidanz,2025-03-28 18:06,Itu mah udah TUGAS lu jadi TNI gblk !,DAGANG KEKUASAAN
@KopiTeNGiL,2025-03-28 18:06,"Ya ga gitu jg konsep nya.. Ini sebenernya Prajuritnya lg Sarkastik aja. Yg diuntungkan UU TNI saat ini kan justru Para Perwira, lah apa perwira mau gantiin posisi prajurit yg bertugas",Kopi Tengil
@NusantaraHukum,2025-03-28 18:06,"Keputusan mengunggah dokumen UU TNI ke laman resmi DPR mendapat apresiasi. Publik kini bisa melihat langsung perubahan dalam revisi undang-undang. Ini langkah nyata mewujudkan pemerintahan lebih transparan dan akuntabel.

#UUTNIPerkuatNKRI #UUTNI #RUUTNISah #PresidenPrabowo",Nusantara Hukum
@0xIndoPride,2025-03-28 18:06,Penting menjaga kewaspadaan terhadap isu #UUTNI. TNI terus perkuat pertahanan dan profesionalisme dalam setiap langkahnya. 🇲🇨 #TNIPerkuatPertahanan #TNIProfesional,Indo Pride
@roticoklats,2025-03-28 18:05,"Tau gitu tadi siang gwe ke sini, mau teriak RUU TNI ngerugiin prajurit",𝘾𝙝𝙤𝙘𝙤𝙥𝙖𝙣 Menolak RUU TNI-Polri
@NusantaraHukum,2025-03-28 18:05,"Keputusan mengunggah dokumen UU TNI ke laman resmi DPR mendapat apresiasi. Publik kini bisa melihat langsung perubahan dalam revisi undang-undang. Ini langkah nyata mewujudkan pemerintahan lebih transparan dan akuntabel.

#UUTNIPerkuatNKRI #UUTNI #RUUTNISah #PresidenPrabowo",Nusantara Hukum
@Koramil03GP,2025-03-28 18:05,"Ciptakan Rasa Aman dan Nyaman, Koramil 03/Grogol Petamburan Gelar Patroli Mobile dan Pantau Arus Pemudik. @Puspen_TNI @tni_ad @KodamJayakarta @PenWkr @Kodim_0503JB @kotajakbar @RadioElshinta @kompascom @VIVAcoid @antaranews",Koramil 03/GP
@NusantaraHukum,2025-03-28 18:05,"Keputusan mengunggah dokumen UU TNI ke laman resmi DPR mendapat apresiasi. Publik kini bisa melihat langsung perubahan dalam revisi undang-undang. Ini langkah nyata mewujudkan pemerintahan lebih transparan dan akuntabel.

#UUTNIPerkuatNKRI #UUTNI #RUUTNISah #PresidenPrabowo",Nusantara Hukum
@wangsol_,2025-03-28 18:05,Ternyata pemerintah nyediainnya buat tni,ダエフィス
@9596Suyono,2025-03-28 18:05,Langsung aja dikirim ke papua gantian tugasnya TNI,Manusia INTROVET
@sofyan_aznawi37,2025-03-28 18:05,"Kalo ga disetel barunya, gimana TNI beradaptasi sama ancaman digital?",Sofyan Aznawi
@0xIndoPride,2025-03-28 18:05,Dukung RUU TNI untuk memperkuat #UUTNI demi TNI yang lebih modern! Bersama kita perkuat pertahanan dan tingkatkan profesionalisme. 🇮🇩 #TNIPerkuatPertahanan #TNIProfesional,Indo Pride
@Sitinrlhikmah,2025-03-28 18:04,"mantap, UU TNI baru kudu jaga supremasi sipil",Siti Nurul Hikmah
@TABLOIDNUS76250,2025-03-28 18:04,SENSASI MUDIK LEBARAN DENGAN KAPAL PERANG TNI AL tabloidnusantara.com/sensasi… via @TABLOID NUSANTARA,TABLOID NUSANTARA
@winterlico,2025-03-28 18:03,masyallah akia <3,aila ꩜ .ᐟ | TOLAK UU TNI 🦅
@654rb,2025-03-28 18:02,"iy aseli org org kobisa ya berpacaran sm tni/polri, aku ngobrol sm mereka aja gk prnah nyambung anjir bnrn nalarny kyk gk nyampe gt cik. mff adh tp otakny kyk kopong gt anjing, patriarki lg",zetjin
@TABLOIDNUS76250,2025-03-28 18:02,KSAD : OKNUM ANGGOTA TNI PENEMBAK 3 POLISI DI PENGGEREBEKAN SABUNG AYAM DIPASTIKAN DI PECAT tabloidnusantara.com/ksad-ok… via @TABLOID NUSANTARA,TABLOID NUSANTARA
@limah_alnu99,2025-03-28 18:02,"Perdebatan boleh, tapi jangan lupa, salah satu tujuannya biar TNI gak liar.",Limah Alnu
@Julidin5758,2025-03-28 18:02,"Sebenarnya sudah ada 'Dinas Penerangan TNI' tapi kok tidak diberdayakan untuk tugas ini ya?

Apa karena tidak mampu? Atau karena agar ada anggaran yang dikeluarkan? Atau karena keduanya?",omsam
@Ollaw77,2025-03-28 18:02,TNI yang di perbatasan rata rata seumuran pendemo,Olla
@H4T14K4LN4L42,2025-03-28 18:01,"Polisi itu ngayomi bukan buat rusuh , mahasiswa demo damai tujuan gedung DPRD untuk menjalin komunikasi dengan pejabatnya , 
Pak @ListyoSigitP 
@DivHumas_Polri 
Jangankan mahasiswa mak-mak rakyat juga mayoritas menolak RUU TNI sahkan UU prampasan aset koruptor.",🇮🇩7464H4T1✍🇮🇩
@hasonangan112,2025-03-28 18:01,"Jangan cuma presiden

Semua serta DPR n ketum partai termasuk TNI polri
Semua
Mendukung

Jgn jangan banyak pihak yg berpengaruh yg tidak mau itu
Tapi
Sok hebat peduli rakyat

Itu menyangkut politik nasional, jika mau maju",ramah
@EdanSingWaras,2025-03-28 18:01,"Yg jadi pertanyaan saya secara mendalam saat ini,ketika melihat fenomena pendapat dari tokoh² seperti Pak Mahfud, Faisal Asegaf, Kemudian Bang Ruslan Buton yg berbanding terbalik dari pendapat mayoritas yg demo menolak UU TNI.  Adakah yg bisa memberikan penjelasan ? 🤝🙏🙏",Gila_Tetap_Waras
@sauscila,2025-03-28 18:00,"Videonya dah dihapus, yg upload akun puspen TNI official soal komentar wowo tentang pers.",Tomorrow is Better 🌤
@naufalfarrelp1,2025-03-28 18:00,jelas,asterllia Menolak RUU TNI
@Purboyo17844,2025-03-28 17:59,Temen gym gw dia TNI tp tiap gw fitnes pagi siang sore malam slalu ktmu doi apalagi doi aktif di grup wa kata dia drpd di barak mending nongkrong di gym sambil liatin emak emak zumba & aerobik 🤣,HendroPurboyo™
@ejoowc,2025-03-28 17:58,DEMI ALLAH TONE DEAF BANGET KELUARGA TNI BGSTTTTT NAJISSS,苏 🍃
@EstellaDeLen,2025-03-28 17:58,"Entah apakah masih ada polisi, TNI, pemerintah yang masih punya rasa empati dan simpati dalam diri mereka sendiri, apakah isi dari mereka telah kosong, otak yang menghilang?

Hari berganti hari, yang saya pikirkan hanya apakah masih ada rasa kemanusiaan di dunia ini?",Estella
@kalaayangg,2025-03-28 17:58,"Hastag di bannernya aneh, “bersama rakyat TNI kuat”???",kalaayangg
