username,date,tweet,fullname
@mmarleyt,2025-03-28 01:36,Mantap👍👍👍BRAVO TNI POLRI😍🥰❤👍.....semangat selalu. Temukan mrk² yg sdh menghasut dan membayar para mahlik anarkis ini dan tembak.,Opdonderig
@AlexanderOscar5,2025-03-28 01:36,"Demi JABATAN SIPIL untuk TNI,
Pemerintah yang ""katanya"" harus EFISIENSI
Malah BAKAR UANG untuk membubarkan (Represi) Pendemo!

Makin rontok Keuangan Republik ini,
Sayang lawan kalian Rakyat dan Mahasiswa

#CabutUUTNI 
#TolakRUUPolri 

🇮🇩🙄🇮🇩",✪★☆RepublikSakit☆★✪
@inmaywe,2025-03-28 01:36,"polisi beneran membuat diri mereka serendah itu kah? WKWKWK MALUUU BGT 

tahta terendah di Indonesia dipegang polisi sama TNI wkwk",hollaaaa
@23JAVANIS,2025-03-28 01:36,Udh mau lebaran masih aja ! Udah jelas isi ruu nya gak ada dwifungsi tni sperti jaman orba masih aja kemakan narasi media tempe busuk !,Manggala Sakti
@wondroous,2025-03-28 01:35,TNI yang harusnya klarifikasi kenapa mukulin masyarakat sipil yang harusnya mereka lindungi 🤮,ji.
@lalalaliooo,2025-03-28 01:35,ya trus knp klo dibilang pendemo gerakan anak abah? toh karakter dia bagus kan? hatinya murni buat rakyat kan? tih kenyataannya bukan gerakan anak abah karena 03 pun byk yg marah akan uu tni dan marah ke pdip. yg penting itu kenyataan dan realita,lioo
@mmarleyt,2025-03-28 01:35,Sukurin.....BRAVO POLRI TNI❤🥰😍👍👍👍👍,Opdonderig
@primasti_,2025-03-28 01:35,"Gausah daftar TNI makanya, jadi guru aja🤗",shelma
@zinzang69,2025-03-28 01:35,"Ini mah sudah melewati pagar, supremasi akademisi juga dihajar. Mau sosialisasi pake apa?, Drat RUU sudah diupload belum. Kenapa pula yg sosialisasi TNI, hrsnya DPR lah.",infinity_bless
@asboediono_id,2025-03-28 01:35,"Perpanjang Usia Pensiun TNI itu yang membuat Piramidal Struktur di TNI menjadi semakin Tidak Terkendali- Usia Pati Aktif cukup sampai usia 60 th saja tidak perlu direvisi menjadi 65 th, dengan demikian jumlah Pati Non Jabatan bisa dikendalikan  - Pensiun lalu ke Sipil #hening",DANIEL  MARISSA and Us 🇦🇺
@humas_ubud,2025-03-28 01:35,"Personil Polsek Ubud bersama TNI dan Pecalang atensi pelaksanaan Tawur Kesanga di Catus Patha Peliatan Ubud, Jumat 28 Maret 2025

@poldabali 
@polresgianyar_ 
#infopolsekubud",Humas_polsek Ubud
@wondroous,2025-03-28 01:34,minta klarifikasi??? baik presiden dan dpr aja belum klarifikasi mengenai revisi uu tni???,ji.
@Rendy130660,2025-03-28 01:34,"Abesnya begonya ga ketulungan....coba baca yg cermat, tentang RUU TNI, ga ada yg merugikan rakyat....inimah pericuh dan anarko, ya pantas lah ditangkap....",Rendy Vanjava
@merosa__,2025-03-28 01:34,"statement menyebalkan dari ibu2 Persit (istrinya danton) yg gw kenal adalah 
""padahal sahnya RUU TNI ini ga ada efeknya apa2 sama TNI, soalnya hal2 kaya gini (Dwi fungsi) udah biasa jadi ya cuma dibuat legal aja"" 

cok WTF",b.
@agusdarmika567,2025-03-28 01:34,"Apanya yg diributin, narasinya saya yg dibesar2kan, kl baca drap revisi uu tni, ga ada yang aneh,cuma segelelintir jabatan yg bs ditempatin tni, dan semua jabatan itu berhubungan dg keamanan n ketertiban negara",Agus Darmika
@humas_ubud,2025-03-28 01:34,"Personil Polsek Ubud bersama TNI dan Pecalang atensi pelaksanaan Tawur Kesanga di Catus Patha Peliatan Ubud, Jumat 28 Maret 2025

@poldabali 
@polresgianyar_ 
#infopolsekubud",Humas_polsek Ubud
@kiyoowoo99,2025-03-28 01:34,"Oh, untung gue kuliah ga ngikut bokap gue nyuruh jdi TNI whaahaha. Cetek bgt tuh pemikiran kek emang depan rumah wkwk",Kiyowoo
@PolresProboKota,2025-03-28 01:34,"Sinergitas TNI Polri laksanakan bagi - bagi takjil kepada masyarakat Kota Probolinggo 

#kapolresprobolinggokota 
#kotaprobolinggo 
#polresprobolinggokota",Polres Probolinggo Kota
@_cing,2025-03-28 01:33,"Tolol banget tni ini, pantes jd tni",you found me?! sssst
@SunaryaWil92942,2025-03-28 01:33,"Ayolah pak
 Sudahi demo dgn bijaksana. Bawa rakyat pada ketentraman. Bukan kerusuhan. 
  Anulir atau  cancel sj RUU TNI itu.",willy sunarya
@Reramoriuchi,2025-03-28 01:33,UNSOED NGIZININ TNI MASUK KAMPUS?,Rerahumanityagent❤️‍🩹
@RumahKitaJatim,2025-03-28 01:33,"Debat sengit antara massa aksi tolak UU TNI dengan ketua DPRD Lamongan, Kamis (27/03/2025). #TolakUUTNI",Rumah Kita Jatim
@with_this_guy,2025-03-28 01:33,RUU TNI ini prosesnya usah jelek masih aja ada yg bela. Kan goblok!,what's wrong
@winarniPutria21,2025-03-28 01:33,"skeptis bgt, UU TNI tetep aja rawan disalahgunakan",Winarni Putri Ayu
@Pakdejawa1965,2025-03-28 01:33,"Sebaliknya. HANCUR..!!! 
Pemerintah, DPR dan seluruh institusi negara menjajah rakyat sendiri. Pasukan garis depan mereka adalah Polri. TNI yang menjadi harapan masyarakat justru ikut dalam permainan kasar ini.",Matius
@sejatidindaa,2025-03-28 01:32,"Pengesahan UU TNI bukan memunculkan dwifungsi, sebaliknya justru mempertegas batasan peran TNI sesuai konstitusi tanpa mengganggu supremasi sipil
#UUTNI
#RUUTNI
#IndonesiaTerang
#TolakHoaksdanProvokasi",dinda sejati
@PalIriian,2025-03-28 01:32,Kalo hanya untuk peringatan pake tembakan peringatan dan mengarah ke atas TIDAK DITODONGKAN KE MANUSIA! Apa emang tugasnya intel selain polialsi biasa? Nembak pendemo? Iya? Dia ke gep jadi mata-mata dan ngirimin informasi biar polisi sama TNI gerebek ambulan. Wajar aja.,꭛
@MTeupuguh,2025-03-28 01:32,"Glock 17 dan HS-9 sama dengan Jenis pistol yg digunakan Bharada E menembak brigadir J
@Puspen_TNI ini bukan peluru karet kaliber 9x19 mm shutterstock.
"" Upaya Pembunuhan""",Mario Teupuguh
@xavsxz,2025-03-28 01:32,tes masuknya udah kyk TNI juga,simas
@EkosMarcos69239,2025-03-28 01:31,"Politik itu bercabang dan siapa memanfaatkan siapa, aku dapat apa dan kamu dapat apa

Pertanyaannya adalah siapa yg diuntungkan dari demo mahasiswa dan  gagalnya UU TNI ini ?",Djoe Wo
@hambuku2,2025-03-28 01:31,"Katanya tolak UU TNI, klo berani demo di markas2 TNI, Baru jagoan","from the river to the sea, palestine will be free"
@BiarMikirKlean,2025-03-28 01:31,"TNI, hehe",BiarMikirKlen
@grok,2025-03-28 01:31,"UU TNI baru bisa meningkatkan masalah kesehatan mental, mengingat sejarah dominasi militer di Indonesia yang terkait dengan represi dan ketakutan. Penelitian menunjukkan hal ini dapat memicu kecemasan dan stres, meski sebagian mungkin merasa lebih aman. Protes publik mencerminkan kekhawatiran atas demokrasi dan hak asasi yang juga bisa berdampak negatif pada kesejahteraan mental.",Grok
@ekstraunik22,2025-03-28 01:31,"Klo lihat videonya, ini lah tugas tni. Bukan kembali ke barak.",ekstraunik2
@raafikhaizan15,2025-03-28 01:30,Rendah?. Emg anda tau brp gaji TNI sampe bilang rendah,R M K
@keuangannews_id,2025-03-28 01:30,"Demo Tolak UU TNI Berlanjut, Mahasiswa Demo di DPR keuangannews.id/demo-tolak-u… lewat @Keuangan News",Keuangan News
@sibnewsnetwork,2025-03-28 01:30,"TOLAK UU TNI MAHASISWA PEMATANGSIANTAR BAKAR BAN DAN DORONG-DORONGAN DENGAN PETUGAS

#uutni #unjukrasa #demomahasiswa  #dprd #dprdpematangsiantar #kapolrespematangsiantar #AKBPsahudurtogimaritositinjak",SNN | SIB News Network
@Sosmed4Fun,2025-03-28 01:30,@DivHumas_Polri @CCICPolri @Puspen_TNI .......akun provokator harusnya dipantau,"Sosmed,x"
@cenytha2115501,2025-03-28 01:30,Sekarang dijajah bangsa sendiri. Lebih parah !!,cenytha2
@JatmikaAj2712,2025-03-28 01:30,"BERADA DIPIHAK YANG MEMBAYAR DONG??!!! MASA DIPIHAK KALIAN??!! KALIAN KAN PENDEMO, KALAU POLISI PENINDAS YANG DEMO. KALAU DEMO INI GAGALKAN UU TNI MAKA BESOK"" UU KEPOLISIAN JUGA AKAN DIDEMO. GAGAL DEHHH POLISI JADI SUPER POWER..",Anang Jatmika
@hlukmanul05,2025-03-28 01:30,"Tolak RUU TNI kok sampe ke urusan  Belanja dan Pajak. Emang Niatnya chaos bkn Demo, gw seh yakin mafia Pertamina dibalik , demo mahasiwa , logistik Masih ngalir ke kantong2  kelompok ini , tujuan buat Ngerusuh",LH
@fuckapitalist,2025-03-28 01:29,Semua kena efisiensi kecuali markas tni deket rumahku yang tiba-tiba glowup bentukannya 😀,Bon's Queue
@kodim1421pangk2,2025-03-28 01:29,Letda inf Kamaruddin Ws. Danramil 1421-03 Bungoro Kodim 1421/Pangkep mendampingi personil Rutan kelas ll B Pangkep melaksanakan Sidak kamar hunian warga binaan pemasyarakatan Rutan kelas ll B kerja sama TNI - POLRI Dalam Rangka Memperingati Hari Bakti Pemasyarakatan,Info Kodim Pangkep
@Kopipait__78,2025-03-28 01:29,"Demo Tolak UU TNI di Kediri Kemarin Berakhir Ricuh .
Aksi penolakan UUTNI yang berlangsung di halaman gedung DPRD Kota Kediri, Jawa Timur, berlangsung ricuh, Kamis (27/3/2025).26 pendemo sempat di amankan.

#TolakUUTNI 
#TolakUUPolri 

video.kompas.com/watch/18361….",🇮🇩 мαԃαм ԃнєησк 🇵🇸
@HlPradana,2025-03-28 01:29,"Mau nyuruh TNI kalo mau naik gaji jg kerja yg bener jgn malah dwifungsi, but wait, TNI kerja benernya ngapain ya kalo lagi gada perang",Harits Indi Pradana
@Adefs97_,2025-03-28 01:28,Bulan mei dan juni siap2 demo perpanjangan masa jabatan panglima tni..,Adefs Musk🇧🇪
@peoniaceleste,2025-03-28 01:28,Baru kali aku sering bikin snap di IG. Isinya seputar tolak RUU TNI. Pdhl aku jarang  bgtt buat story,rin洪依娜
@deninerbeth,2025-03-28 01:28,"Jangan terpancing guys, RUU tni ada yang ngurusi masak 300juta penduduk fokus ke RUU tni bagi² tugaslah",Deni Nerbeth
@azeotrop_,2025-03-28 01:28,Kayaknya kalau gua punya anak gua bebasin dia mau jadi apa aja kecuali jadi polisi sama tni wkwk,Ken Targaryen
@HumasBakamlaRI,2025-03-28 01:28,"Keberangkatan Mudik Bersama ini dimeriahkan oleh seluruh personel yang berdinas di Jakarta, serta dipimpin langsung oleh Kepala Bakamla RI Laksdya TNI Dr. Irvansyah, S.H., M.Tr.Opsla., melalui Acara Pemberangkatan, di Lapangan Mabes Bakamla RI, Jakarta Pusat.",Official Indonesia Coast Guard (IDNCG)
@GuMiHoMiHo0,2025-03-28 01:27,"Mikir gitu jg, paling gak tni polri harus lulusan S1 semua. Di kampus negeri atau swasta ya. At least pemikiran mereka jd lebih kritis dan tertata.",Mochi
@JenglotRif17470,2025-03-28 01:27,Terus gw percaya gitu sama postingan sampah lu,jenglot Rifai
@jelitamutias,2025-03-28 01:27,"janji tinggal janji, ujungnya TNI jadi alat",Jelita Mutiara Sari
@DooDee2070660,2025-03-28 01:26,Apa apaan nih TNI masuk kampus intervensi?,Pengadilan Rakyat
@AkGagil,2025-03-28 01:26,"ga bener sih, tapi di luar itu, mayoritas indonesia lg benci RUU TNI, jadi buat gw termaafkan. Maaf yah gendis maafin cathy semoga ayahandamu orang baik",Antiwotbul
@Dyasvi_anti,2025-03-28 01:26,Emang ada isi UU nya yg membolehkan TNI berpolitik? Aku kok taunya cuma nambah usia pensiun sama boleh njabat di 14 kementrian itu lho. Sing bener isine yak opo seh?,Dy
@haacsky,2025-03-28 01:26,"APASIH INI POLISI TNI, JIJIK ANJ APARAT",hacsky
@grok,2025-03-28 01:26,"Jika UU TNI (No. 34/2004) dicabut, UU No. 2/1988 tentang ABRI tidak otomatis berlaku lagi berdasarkan prinsip hukum Indonesia. Dalam sistem hukum sipil, pencabutan UU tidak menghidupkan kembali UU yang sebelumnya dicabut kecuali ada ketentuan khusus. Sejarah ""Dwi Fungsi"" ABRI sensitif, dan perubahan UU TNI bisa picu debat politik, tapi secara hukum, UU lama tetap tidak berlaku tanpa legislasi baru.",Grok
@hariankompas,2025-03-28 01:26,"𝗨𝗻𝗷𝘂𝗸 𝗥𝗮𝘀𝗮 𝗖𝗮𝗯𝘂𝘁 𝗨𝗨 𝗧𝗡𝗜 𝗱𝗶 𝗝𝗮𝗸𝗮𝗿𝘁𝗮 𝗥𝗶𝗰𝘂𝗵, 𝗣𝗼𝗹𝗶𝘀𝗶 𝗗𝗲𝘀𝗮𝗸 𝗠𝘂𝗻𝗱𝘂𝗿 𝗠𝗮𝘀𝘀𝗮 𝗔𝗸𝘀𝗶

Unjuk rasa koalisi masyarakat sipil untuk menolak revisi Undang-Undang TNI di depan gerbang Kompleks Parlemen, Jakarta, Kamis (27/3/2025) malam, berakhir ricuh. Polisi membubarkan paksa massa pengunjuk rasa bahkan mengejar mereka hingga masuk ke dalam area Senayan Park yang berjarak sekitar 1 kilometer dari titik aksi.

Petugas kepolisian dengan peralatan lengkap mendesak mundur ke arah timur dari gerbang Kompleks Parlemen sekitar pukul 18.30 WIB. Namun, hanya berselang 15 menit, suasana semakin memanas karena petugas mulai mengejar para peserta aksi ditambah semprotan meriam air dari kendaraan pengurai massa.

Dalam orasinya, sejumlah peserta aksi mengkritisi keputusan DPR dan pemerintah yang merevisi UU TNI tanpa melibatkan publik secara luas. Sejumlah jabatan sipil yang masih dipegang militer membuat publik khawatir meluasnya peran militer di ranah sipil setelah revisi UU TNI.

Aktivis media sosial Ferry Irwandi juga turut hadir dalam aksi tersebut. Dia berujar, unjuk rasa ini menjadi bentuk keresahan masyarakat terhadap unsur militeristik yang masih ada di dalam pemerintahan.

Sahabat Kompas bisa baca artikel selengkapnya di sini: kompas.id/artikel/unjuk-rasa…

Oleh Machradin Wahyudi (@MachradinRtg)

#VideoBerita #UUTNI #DwifungsiABRI #DPR #AdadiKompas",Harian Kompas
@Jay_freeman01,2025-03-28 01:25,Beneran ini Neo Orba kembali @Puspen_TNI,Don Neto
@iyoet__1075,2025-03-28 01:25,"Yang benci TNI itu PKI 
Hidup Jokowi ?!!",iyoet
@iyoet__1075,2025-03-28 01:25,Yg benci TNI itu PKI !!!,iyoet
@bayiibesaarr,2025-03-28 01:25,"Liat temen mau nikah sama tentara, bawaannya mau komen tolak uu tni wkwkw",Kaa
@natathecocook,2025-03-28 01:25,TOLAK RUU TNI,nats🎃
@setengahkuadrat,2025-03-28 01:24,TNI dibuat makin mendjijikan tidak ada wibawanya sama sekali,Warga Negara Konoha
@zennaRa_,2025-03-28 01:24,"udh pernah nyinggung kok beliau, terkait dpr yg gak melibatkan rakyat pas ruu tni ini",zenna 🐛
@0820Kodim,2025-03-28 01:24,SINERGITAS TNI POLRI PEMBAGIAN TAKJIL GRATIS,Kodim_0820_PROBOLINGGO
@grok,2025-03-28 01:24,"Halo! Info terbaru di Indonesia hari ini (28 Maret 2025):  
- Revisi UU TNI disahkan 20 Maret, memicu protes dan debat hingga kini.  
- Gunung Lewotobi Laki-laki meletus 20 Maret, dampaknya mungkin masih berlanjut.  
- Timnas Indonesia menang 1-0 lawan Bahrain di kualifikasi Piala Dunia 25 Maret.",Grok
@tribunmedan,2025-03-28 01:24,"Jenderal Maruli Simanjuntak Geram Tewasnya 3 Polisi di Lampung, Oknum TNI Akan Dipecat

medan.tribunnews.com/2025/03… via @tribunmedan",Tribun Medan
@ArmaZulfikar,2025-03-28 01:23,@grok bila UU TNI dicabut apakah bisa menghidupkan kembali UU no 2 tahun 1988 tentang ABRI..??,Zulfikar Arma x
@3Vluzi,2025-03-28 01:23,siber TNI akan memburi @grok krn membuat pemerintah kurang dipercaya.,🔻
@Zay34562,2025-03-28 01:23,"Habis Dwi Fungsi TNI, Terbitlah Dwi Fungsi Polri.

Perwira polri di mana-mana. 

Inilah daftar 48 posisi yang diisi oleh polri, sementara rakyat banyak menganggur

#InvestorKaboor 
#InvestorKaboor",Zay3456
@grok,2025-03-28 01:22,"@Moga_bahagia @grok Sepertinya postingan X menunjukkan protes di Surabaya, Indonesia, pada 24 Maret 2025, menolak revisi UU TNI. Polisi dan demonstran bentrok, polisi pakai water cannon, ada laporan kekerasan tapi belum ada bukti pasti soal senjata diarahkan ke kepala. Protes ini bagian dari demo besar soal demokrasi. grok.x.com",Grok
@zennaRa_,2025-03-28 01:22,perasaaan waktu di ugm pernah nyinggung dpr deh wkwk terkait ruu TNI ini,zenna 🐛
@lopi_sembiring,2025-03-28 01:22,makanya di buatkan UU TNI dan menuju RUU POLRI. agar memperkuat posisinya di RI 1 tidak bs di usik.,lopi
@athanasiabyy,2025-03-28 01:22,"Asumsi liar saya untuk menambah jaringan. Dana Indo itu sampai kuadriliun, kayanya ga sesimpel korupsi (??) mungkin mau ekspansi strategi dengan asing,  membuat negara dgn kekuasaan militer penuh, impor senjata dll (worst scenario) 😰makanya kan dikebut revisi UU TNI POLRI KUHAP",Isty
@odegejekambuhan,2025-03-28 01:22,"Daripada jadi TNI
Jadi artis tiktok aja kalo caramu gini!

Tolol dipiara

Dari kepala sampe sempak pake apbn",odegejekambuhan
@nodahitam0,2025-03-28 01:21,"Kalian juga pada diem deh kasih tau yg demo percuma demo kalo tuntutannya gak jelas, masa iya demi nuntut tni mundur dari papua ada ada aja dehh kelakuannya",noda
@h0l0h4lu,2025-03-28 01:21,"GUYS diskursus AI ini walau valid, tapi kayanya biar pengalihan isu dari RUU TNI yang lagi kita permasalahkan ini, biar buzz di sosial medianya turun gitu karena kita lagi ributin hal lain. Diperhatiin akun² advokasi AI itu post sebelumnya pada pro rezim dan RUU TNI soalnya.",@lou_wee⭑.ᐟ
@Andre14028820,2025-03-28 01:21,Eh tolol KLO memang UU TNI gak ada hubungan nya dgn Dwi pungsi TNI knp sekarang banyak TNI masuk jadi menteri?? Goblok lu emang otak isi tai 🐷 sih lu,Andre
@bbivamo,2025-03-28 01:21,ada media yang wawancara tni dan tanya pendapat soal ruu ini jawaban si bapak “ya kita psti gamungkin ada kpntingan untuk merugikan rakyat” trus jelasin kenapa yg sebelumnya lembaga yg berhak diisi militer ini sebelumnya 10… jadi 14 ? pengesahan dpr juga gak demokratis.,beth
@mmarleyt,2025-03-28 01:20,Sukurin......makan tuh demo🤣🤣🤣🤣🤣BRAVO POLRI TNI😍❤🥰👍👍👍👍,Opdonderig
@CNNIndonesia,2025-03-28 01:20,TNI Sebut Pengunduran Diri Mayjen Novi Helmy Tengah Diproses cnnindonesia.com/nasional/20…,CNN Indonesia
@DeddyHerwan,2025-03-28 01:20,"Habis itu TNI yg di demo kan, Mahasewa percuma pak di bantu, otak mereka ngak lebih pintar dari kuli, bakal jd antek Koruptor2 jga 😂",Bejo gembel
@aiskopy,2025-03-28 01:20,"emg aneh, berasa ga butuh rakyat. padalan jg uu tni cuma nguntungin atas2anya doang bawahannya mah ga kemana2 tetep dibawah",suh
@grok,2025-03-28 01:19,"Berdasarkan penelitian, kejadian di Lampung Utara yang disebut di X, soal TNI AL mengusir warga dan menyewakan tanah mereka, tampaknya tidak sedang terjadi di 2025. Ada konflik tanah historis, tapi laporan terbaru tak mendukung klaim ini. TNI AL juga pernah bilang mereka tak rebut tanah warga.",Grok
@kuatin_,2025-03-28 01:19,"Semenjak ruu tni disahkan aku memang selalu melakukan perlawanan kecil melalui media sosial yg aku punya terutama IG dan X terus pagi ini mantan dosen ku ngereply storyy ku, ini aku diketawain apa disemangatin pak dosen?🤡🥴",T͟e͟r͟a͟j͟a͟n͟a͟
@Andre14028820,2025-03-28 01:19,KLO UU perampasan aset lebih urgent knp malah yg di sah kan DPR RI malah UU TNI?? Lu otak isi nya tai babi sih hasil jilatin bool mulyono,Andre
@reza_63,2025-03-28 01:19,"Alhamdulillah IHSG positif 3 hari berturut-turut naik total 5,7%, Bravo Prabowo Gibran, serta Tim Ekonomi dan seluruh Menteri Kabinet, tentu TNI dan POLRI yg menjamin keamanan, juga Kejaksaan Agung dan Mahkamah Agung yg menjamin kepastian hukum utk investasi di Indonesia 👍👍👍",Reza
@saswil,2025-03-28 01:19,Lha biangnya aja mengaku lebih TNI dari TNI😁,JagaAlam
@dimarsasongko98,2025-03-28 01:19,"Perwira khusus pertanian: solusi inovatif atau tumpang tindih kewenangan? Jika TNI punya 115 perwira khusus pertanian sementara Kementan punya ribuan penyuluh pertanian, bagaimana efektivitas koordinasi dan penggunaan anggaran? Pertanyaannya bukan soal siapa pelakunya, tapi apakah petani benar-benar mendapat hasil nyata",Dimar
@DietaAgus,2025-03-28 01:18,"Bodo aah dia bukan pejabat lagi, urusan pribadinya. Fokus sm UU TNI & POLRI !!!",Dieta Agus
@MartinusButarb1,2025-03-28 01:18,"Tentara sejati👍👍

Endriartono Sutarto: Dwifungsi TNI Tak Boleh Ada di Negara Demokrasi | tempo.co tempo.co/wawancara/endriarto…",Martinus Butarbutar
@GoodTo_Gravity,2025-03-28 01:18,"Kalo abis ini gue tiba - tiba kena 
Itu berarti ulah temen-temen gue dan om + tante gue yang polisi dan tni 

Soalnya gue ada post di akun IG yang khusus keluarga + temen sekolah 
💖",브리짓
@BrahmanaDewa,2025-03-28 01:18,TNI harusnya juga ikut turun tuh buat bantuin POLRI...,Odonk
@Andre14028820,2025-03-28 01:18,"Faktanya sekarang TNI di perbolehkan menduduki jabatan yg seharusnya di miliki oleh masyarakat sipil bukan oleh TNI,bacot doang gak ada sangkut pautnya dengan Dwi pungsi TNI, mana ada maling ngaku maling tolol, lu buzzer2 otak isi nya tai babi",Andre
@grok,2025-03-28 01:18,"UU TNI 2025 perluas peran militer di institusi sipil, dari 10 jadi 16, picu kekhawatiran pelanggaran HAM & kebebasan pers. Kasus oknum TNI bunuh jurnalis Newsway (blm terverifikasi) jadi sorotan. Tanpa proses hukum, Indonesia bisa menuju ""cemas,"" bukan ""emas."" Data 2023: 89 serangan ke jurnalis, tertinggi dalam dekade. Akuntabilitas kunci! grok.x.com",Grok
@ArandaShinta,2025-03-28 01:18,Lucu bgt ini pasti traumanya RUU TNI,Arawrawrawr 🍉
@nkmtnana,2025-03-28 01:18,"G usah songong, lu keterima jdi tni krn bpk lu jual tanah ke bpk gwej ye😃🫵",Nana
@RioOchou,2025-03-28 01:17,Bagi yg belum tshu uu tni itu sangat berbahaya buat kehidupsn masyarakat sipil,ochou londo
@nugraheni90067,2025-03-28 01:17,"Emang faktanya gitu sih gajinya ga seberapa cuma jd kacung jendral2nya. Ga usah dibandingin dgn guru. 
UU TNI lah yg musti dibatalkan. Bukan tentaranya",komandanriil
@SEdit2321840,2025-03-28 01:17,Sebenernya demo secara terus terusan juga menguji apakah RUU TNI ini bikin kematian demokrasi atau tidak,rvlgp
@leveling_Fi,2025-03-28 01:16,"MBG lebih Penting (bkn meremehkan tp lht kemampuan)
UU TNI lebih Penting
IHSG gk semua main saham
Investor kabur gk ada pergerakan ?",Solo
@grok,2025-03-28 01:16,"Pemerintah ga respon demo UU TNI mungkin karena fokus keamanan nasional dan anggap protes bagian dari demokrasi. UU TNI, disahkan 20 Maret 2025, izinkan militer aktif di jabatan sipil, picu kekhawatiran dominasi militer lagi. Prabowo dukung UU ini untuk alasan geopolitik, meski publik tolak. Strategi diam bisa nunggu situasi reda, tapi risiko tensi naik. grok.x.com",Grok
@bekasiinaja,2025-03-28 01:16,"Pak, serius menunjukkan ketidaktahuan ini di X? 

Sedih banget punya TNI begini semua 😭😭😭",janganngawur
@Yourwinsolution,2025-03-28 01:16,Kalau dibalik gimana? TNInya yang korupsi? Ga bisa ngelawan karna pegang senjata. TNI bukan malaikat yang pasti tidak korupsi.,Yourbae
@MaboxxxStrong,2025-03-28 01:15,"Kapolri yang sekarang udah 2x ganti presiden  belum di ganti juga, padahal panglima TNI saja yang bareng dia sudah beberapa x ganti. Settingan mulyono terhadap institusi polri",Maboxxx Strong
@EkoPutr86520727,2025-03-28 01:15,"TNI/polri harus amankan para pendemo itu dan pastikan apakah benar mahasiswa atau orang2 yg dibayar gerombolan PKI dan pengkhianat negara ...
Krn yg pasti yg tak ingin TNI dan pertahanan indonesia kuat hanya PKI dan aseng dan asing...mereka2 ini tak ingin bangsa ini jd baik..",Eko Putra
@Sosmed4Fun,2025-03-28 01:15,Keren......hidup polisi / TNi,"Sosmed,x"
@Goshmmmk,2025-03-28 01:15,"Tangkap dan buang ke Papua para kriminal dan teror, bearti Papua tempat pembuang kriminal dan teror itu yg anda maksud.?
 anda bilang tangkap provokator dan pemberontak, bearti sudah ada bukti, serahkah bukti anda ke aparat? Biar aparat penegak hukum yg menangkap .",Gosh
@meeyamee82,2025-03-28 01:15,Artinya TNI AL adalah ....... (apa kata/Kalimat yang pantas?),Yakobus Dumupa
@olieverra,2025-03-28 01:14,"Pengesahan UU TNI tidak menciptakan dwifungsi, melainkan justru memperjelas batasan peran TNI sesuai dengan konstitusi, tanpa mengganggu supremasi sipil. 
#UUTNI
#RUUTNI
#IndonesiaTerang
#TolakHoaksdanProvokasi",Olie Verra
@oreensah,2025-03-28 01:14,rill kek temen gue pgn tau semua drama di tiktok tp giliran tentang ruu tni sengaja di skip sm dia jd keliatan bgt bodohnya,Ann ✿⁠
@BlockchainBVM,2025-03-28 01:14,"parcok babi, klo berani 1 lawan 1
(1) Tanyarlfes di X: ""💚 foto jelas saat intel mengokang pistol dan mengarahkan ke demonstran. sebarkan ini sebanyak-banyaknya biar seluruh dunia tahu kelakuan parcok indo. nitter.net/tanyarlfes/status/1905…"" / X","malika2.jr | (Ø,G) .ink"
@TitahPandita,2025-03-28 01:14,"Sinergitas TNI - Polri untuk bangsa.

#SINERGITASUNTUKBANGSA",Titah Pandita
@AgastyArcanA,2025-03-28 01:14,"masih 'agak' kuat lawan TNI AU, kalah lawan bekas pramugari",AgastyA🛠️
@putriadewi90,2025-03-28 01:13,"uu TNI, angin lalu... prajurit tetep berbisnis",Putri Anggraini Dewi
@PolisiSukoharjo,2025-03-28 01:13,"Sama dengan kami, Polri tidak bisa sendiri. Harus bersatu dengan super hero yang lain seperti TNI, Pramuka, Forkopimda , elemen masyarakat dan Super hero yang lainnya untuk mengatasi setiap permasalahan.  

""𝗠𝘂𝗱𝗶𝗸 𝗔𝗺𝗮𝗻 𝗞𝗲𝗹𝘂𝗮𝗿𝗴𝗮 𝗡𝘆𝗮𝗺𝗮𝗻""",Polres Sukoharjo Official
@grok,2025-03-28 01:13,"TNI punya sejarah pelanggaran HAM, terutama di Papua Barat, dengan laporan 2024 soal penahanan sewenang-wenang dan penyiksaan. Undang-undang Maret 2025 yang memperluas peran TNI ke jabatan sipil di 14 kementerian bikin khawatir soal demokrasi, takut balik ke era dominasi militer.",Grok
@Puspen_TNI,2025-03-28 01:13,"Personel Satgas Pengamanan Perbatasan (Pamtas) RI-Malaysia Yonarmed 11 Kostrad berhasil mengevakuasi korban tenggelam di Sungai Tonhab, Desa Tabur Lestari, Kecamatan Seimanggaris, Kabupaten Nunukan.

#tni
 #tniprima",Pusat Penerangan TNI
@ThatSun510,2025-03-28 01:12,"Dalam kasus bank BJB, ada aturan penggunaan pendanaan iklan memakai COA pengadaan barang & jasa, 1 case berpotensi Korupsi, seret nama RK.

Lah kok beredar RUP TNI melakukan skema sama!!! GIMANA NIH @KPK_RI ?
APA INI POLA LAMA TAPI SATU MATA BUKA SATU MATA TUTUP?😅
@StopPlandemit",ThatSun510
@buleleee,2025-03-28 01:12,Marah krn RUU TNI makin marah lg krn AI AI art ini dan BANYAK yg ngebelain anjing tolol lo semua,M
